,domain,method,train_size,test_loss,seed
174,imgnet_cls,moco,500000.0,29.875999999999998,1.0
175,imgnet_cls,scratch,500000.0,32.498000000000005,0.0
176,imgnet_cls,scratch,500000.0,32.431999999999995,1.0
177,imgnet_cls,swav,500000.0,29.41,0.0
178,imgnet_cls,swav,500000.0,29.191999999999997,1.0
179,imgnet_cls,swav_task,500000.0,30.94,0.0
180,imgnet_cls,barlow_twins,1000000.0,25.468000000000004,0.0
181,imgnet_cls,jigsaw,1000000.0,26.122,0.0
182,imgnet_cls,moco,1000000.0,25.458000000000002,0.0
183,imgnet_cls,moco,1000000.0,25.374000000000002,1.0
184,imgnet_cls,pirl,1000000.0,25.872,0.0
185,imgnet_cls,scratch,1000000.0,26.758000000000003,0.0
186,imgnet_cls,scratch,1000000.0,26.511999999999997,1.0
187,imgnet_cls,simclr,1000000.0,25.712,0.0
188,imgnet_cls,simsiam,1000000.0,25.818,0.0
189,imgnet_cls,swav,1000000.0,25.006,0.0
190,imgnet_cls,swav,1000000.0,25.281999999999996,1.0
191,imgnet_cls,swav_task,1000000.0,25.898000000000003,0.0
192,imgnet_cls,swav_orig,1260000.0,24.7,-1.0
193,normal,blind-guess,-1.0,0.17499,-1.0
194,normal,gold,-1.0,0.0472327,-1.0
195,normal,barlow_twins,100.0,0.14028479158878326,0.0
196,normal,color,100.0,0.15420150756835938,0.0
197,normal,color_task,100.0,0.1534600555896759,0.0
198,normal,jigsaw,100.0,0.14947372674942017,0.0
199,normal,jigsaw_task,100.0,0.15367989242076874,0.0
200,normal,moco,100.0,0.1394914537668228,0.0
201,normal,moco_task,100.0,0.13397957384586334,0.0
202,normal,moco_task,100.0,0.12624968588352203,1.0
203,normal,moco_task,100.0,0.1277582049369812,2.0
204,normal,moco_task,100.0,0.12340181320905684,4.0
205,normal,pirl,100.0,0.14904756844043732,0.0
206,normal,reshading,100.0,0.12256735563278198,0.0
207,normal,scratch,100.0,0.1740093231201172,0.0
208,normal,scratch,100.0,0.16529498994350433,1.0
209,normal,scratch,100.0,0.16611148416996002,2.0
210,normal,scratch,100.0,0.1625751107931137,3.0
211,normal,scratch,100.0,0.15607190132141113,4.0
212,normal,scratch,100.0,0.16852474212646484,5.0
213,normal,simclr,100.0,0.1260080188512802,0.0
214,normal,simsiam,100.0,0.1480126529932022,0.0
215,normal,sup,100.0,0.1341104805469513,0.0
216,normal,swav,100.0,0.14312748610973358,0.0
217,normal,swav,100.0,0.13015857338905334,1.0
218,normal,swav,100.0,0.1451628804206848,2.0
219,normal,swav_task,100.0,0.13091766834259033,0.0
220,normal,swav_task,100.0,0.11485476791858672,1.0
221,normal,swav_task,100.0,0.13130401074886322,2.0
222,normal,swav_task,100.0,0.11048821359872818,4.0
223,normal,scratch,315.0,0.13766054809093475,0.0
224,normal,scratch,315.0,0.1322341412305832,1.0
225,normal,scratch,315.0,0.13146473467350006,2.0
226,normal,scratch,315.0,0.13619449734687805,3.0
227,normal,scratch,315.0,0.13492713868618011,4.0
228,normal,scratch,315.0,0.13620084524154663,5.0
229,normal,swav_task,315.0,0.09743183851242064,0.0
230,normal,swav_task,315.0,0.09483519941568376,1.0
231,normal,barlow_twins,1000.0,0.08540375530719757,0.0
232,normal,color,1000.0,0.09749162942171095,0.0
233,normal,color_task,1000.0,0.10161242634058,0.0
234,normal,jigsaw,1000.0,0.08412488549947739,0.0
235,normal,jigsaw_task,1000.0,0.11266513913869858,0.0
236,normal,moco,1000.0,0.08374717831611633,0.0
237,normal,moco_task,1000.0,0.08178232610225677,0.0
238,normal,moco_task,1000.0,0.08111870288848877,1.0
239,normal,moco_task,1000.0,0.08147013932466507,2.0
240,normal,moco_task,1000.0,0.08246570080518723,4.0
241,normal,pirl,1000.0,0.08691855520009995,0.0
242,normal,reshading,1000.0,0.07560873031616211,0.0
243,normal,scratch,1000.0,0.10427811741828918,0.0
244,normal,scratch,1000.0,0.10045132040977478,1.0
245,normal,scratch,1000.0,0.10698273032903673,2.0
246,normal,scratch,1000.0,0.1060062125325203,3.0
247,normal,scratch,1000.0,0.1061529740691185,4.0
248,normal,scratch,1000.0,0.11677826941013336,5.0
249,normal,simclr,1000.0,0.08382616937160492,0.0
250,normal,simsiam,1000.0,0.08784552663564682,0.0
251,normal,sup,1000.0,0.08405730873346329,0.0
252,normal,swav,1000.0,0.08251628279685974,0.0
253,normal,swav,1000.0,0.08177440613508224,1.0
254,normal,swav,1000.0,0.08279233425855637,2.0
255,normal,swav_task,1000.0,0.0789715051651001,0.0
256,normal,swav_task,1000.0,0.0769004374742508,1.0
257,normal,swav_task,1000.0,0.07853294163942337,2.0
258,normal,swav_task,1000.0,0.07805541902780533,4.0
259,normal,scratch,3161.25,0.0837148129940033,0.0
260,normal,scratch,3161.25,0.08263812214136124,1.0
261,normal,scratch,3161.25,0.08173215389251709,2.0
262,normal,scratch,3161.25,0.0843375027179718,3.0
263,normal,swav_task,3161.25,0.06648647785186768,0.0
264,normal,swav_task,3161.25,0.06597840785980225,1.0
265,normal,swav_task,3161.25,0.06645680218935013,2.0
266,normal,swav_task,3161.25,0.0651906356215477,3.0
267,normal,barlow_twins,10000.0,0.05936596542596817,0.0
268,normal,color,10000.0,0.06615227460861206,0.0
269,normal,color_task,10000.0,0.0690164566040039,0.0
270,normal,jigsaw,10000.0,0.060776155441999435,0.0
271,normal,jigsaw_task,10000.0,0.07111319899559021,0.0
272,normal,moco,10000.0,0.060641810297966,0.0
273,normal,moco_task,10000.0,0.06058138981461525,0.0
274,normal,moco_task,10000.0,0.06075049191713333,1.0
275,normal,moco_task,10000.0,0.06097392737865448,2.0
276,normal,pirl,10000.0,0.06324847042560577,0.0
277,normal,reshading,10000.0,0.06086224690079689,0.0
278,normal,scratch,10000.0,0.06783755868673325,0.0
279,normal,scratch,10000.0,0.06785716861486435,1.0
280,normal,scratch,10000.0,0.06876393407583237,2.0
281,normal,scratch,10000.0,0.06884439289569855,3.0
282,normal,simclr,10000.0,0.05932767689228058,0.0
283,normal,simsiam,10000.0,0.06232738122344017,0.0
284,normal,sup,10000.0,0.0611494779586792,0.0
285,normal,swav,10000.0,0.05875217169523239,0.0
286,normal,swav_task,10000.0,0.05823252350091934,0.0
287,normal,swav_task,10000.0,0.05798486992716789,1.0
288,normal,swav_task,10000.0,0.05807070806622505,2.0
289,normal,swav_task,10000.0,0.057815071195364,3.0
290,normal,scratch,31621.25,0.05800708383321762,0.0
291,normal,scratch,31621.25,0.05797674506902695,1.0
292,normal,scratch,31621.25,0.05772659555077553,2.0
293,normal,swav_task,31621.25,0.05174034833908081,0.0
294,normal,swav_task,31621.25,0.05209760740399361,1.0
295,normal,swav_task,31621.25,0.051666103303432465,2.0
296,normal,barlow_twins,100000.0,0.0482536144554615,0.0
297,normal,color,100000.0,0.05175003409385681,0.0
298,normal,color_task,100000.0,0.05311637744307518,0.0
299,normal,jigsaw,100000.0,0.05073362216353416,0.0
300,normal,jigsaw_task,100000.0,0.05250899121165275,0.0
301,normal,moco,100000.0,0.05013154074549675,0.0
302,normal,moco_task,100000.0,0.05008398741483688,0.0
303,normal,pirl,100000.0,0.04969831556081772,0.0
304,normal,reshading,100000.0,0.050627872347831726,0.0
305,normal,scratch,100000.0,0.052890658378601074,0.0
306,normal,scratch,100000.0,0.05315656214952469,1.0
307,normal,scratch,100000.0,0.052812688052654266,2.0
308,normal,simclr,100000.0,0.047117602080106735,0.0
309,normal,simsiam,100000.0,0.049966342747211456,0.0
310,normal,sup,100000.0,0.04874410852789879,0.0
311,normal,sup,100000.0,0.04911363124847412,1.0
312,normal,swav,100000.0,0.04728630185127258,0.0
313,normal,swav_task,100000.0,0.04747048765420914,0.0
314,normal,swav_task,100000.0,0.04763239249587059,2.0
315,normal,scratch,1000000.0,0.04874173924326897,0.0
316,normal,swav_task,1000000.0,0.04455823823809624,0.0
